election,type,race,key,county,precinct,party,candidate,votes
2024-gen,statewide,president,MISSOULA-LOWELL 98,MISSOULA,LOWELL 98,Republican,DONALD J. TRUMP,457
2024-gen,statewide,president,MISSOULA-LOWELL 99,MISSOULA,LOWELL 99,Republican,DONALD J. TRUMP,256
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 A,MISSOULA,MCPS ADMIN 93 A,Republican,DONALD J. TRUMP,163
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 B,MISSOULA,MCPS ADMIN 93 B,Republican,DONALD J. TRUMP,226
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 C,MISSOULA,MCPS ADMIN 93 C,Republican,DONALD J. TRUMP,93
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 94 A,MISSOULA,MCPS ADMIN 94 A,Republican,DONALD J. TRUMP,287
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 94 B,MISSOULA,MCPS ADMIN 94 B,Republican,DONALD J. TRUMP,386
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 96 A,MISSOULA,MCPS ADMIN 96 A,Republican,DONALD J. TRUMP,335
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 96 B,MISSOULA,MCPS ADMIN 96 B,Republican,DONALD J. TRUMP,379
2024-gen,statewide,president,MISSOULA-PETTY 90,MISSOULA,PETTY 90,Republican,DONALD J. TRUMP,673
2024-gen,statewide,president,MISSOULA-POTOMAC 92,MISSOULA,POTOMAC 92,Republican,DONALD J. TRUMP,592
2024-gen,statewide,president,MISSOULA-SEELEY LAKE 76,MISSOULA,SEELEY LAKE 76,Republican,DONALD J. TRUMP,722
2024-gen,statewide,president,MISSOULA-SEELEY LAKE 92,MISSOULA,SEELEY LAKE 92,Republican,DONALD J. TRUMP,210
2024-gen,statewide,president,MISSOULA-SPRING MEADOWS 99 A,MISSOULA,SPRING MEADOWS 99 A,Republican,DONALD J. TRUMP,1287
2024-gen,statewide,president,MISSOULA-SPRING MEADOWS 99 B,MISSOULA,SPRING MEADOWS 99 B,Republican,DONALD J. TRUMP,322
2024-gen,statewide,president,MISSOULA-SWAN 92,MISSOULA,SWAN 92,Republican,DONALD J. TRUMP,311
2024-gen,statewide,president,MISSOULA-TARGET RANGE 96 A,MISSOULA,TARGET RANGE 96 A,Republican,DONALD J. TRUMP,350
2024-gen,statewide,president,MISSOULA-TARGET RANGE 96 B,MISSOULA,TARGET RANGE 96 B,Republican,DONALD J. TRUMP,705
2024-gen,statewide,president,MISSOULA-UC 93,MISSOULA,UC 93,Republican,DONALD J. TRUMP,148
2024-gen,statewide,president,MISSOULA-UC 95 A,MISSOULA,UC 95 A,Republican,DONALD J. TRUMP,143
2024-gen,statewide,president,MISSOULA-UC 95 B,MISSOULA,UC 95 B,Republican,DONALD J. TRUMP,254
2024-gen,statewide,president,MISSOULA-UC 95 C,MISSOULA,UC 95 C,Republican,DONALD J. TRUMP,161
2024-gen,statewide,president,MISSOULA-UC 95 D,MISSOULA,UC 95 D,Republican,DONALD J. TRUMP,140
2024-gen,statewide,president,MISSOULA-UC 95 E,MISSOULA,UC 95 E,Republican,DONALD J. TRUMP,153
2024-gen,statewide,president,MISSOULA-BONNER 92,MISSOULA,BONNER 92,We The People,ROBERT F. KENNEDY JR.,13
2024-gen,statewide,president,MISSOULA-BONNER 93,MISSOULA,BONNER 93,We The People,ROBERT F. KENNEDY JR.,22
2024-gen,statewide,president,MISSOULA-CLINTON 93,MISSOULA,CLINTON 93,We The People,ROBERT F. KENNEDY JR.,32
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 89 A,MISSOULA,COLD SPRINGS 89 A,We The People,ROBERT F. KENNEDY JR.,31
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 89 B,MISSOULA,COLD SPRINGS 89 B,We The People,ROBERT F. KENNEDY JR.,29
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 93,MISSOULA,COLD SPRINGS 93,We The People,ROBERT F. KENNEDY JR.,17
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 94 A,MISSOULA,COLD SPRINGS 94 A,We The People,ROBERT F. KENNEDY JR.,39
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 94 B,MISSOULA,COLD SPRINGS 94 B,We The People,ROBERT F. KENNEDY JR.,39
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 94 C,MISSOULA,COLD SPRINGS 94 C,We The People,ROBERT F. KENNEDY JR.,35
2024-gen,statewide,president,MISSOULA-CS PORTER 96,MISSOULA,CS PORTER 96,We The People,ROBERT F. KENNEDY JR.,15
2024-gen,statewide,president,MISSOULA-CS PORTER 97 A,MISSOULA,CS PORTER 97 A,We The People,ROBERT F. KENNEDY JR.,40
2024-gen,statewide,president,MISSOULA-CS PORTER 97 B,MISSOULA,CS PORTER 97 B,We The People,ROBERT F. KENNEDY JR.,39
2024-gen,statewide,president,MISSOULA-EAST MISSOULA 92,MISSOULA,EAST MISSOULA 92,We The People,ROBERT F. KENNEDY JR.,36
2024-gen,statewide,president,MISSOULA-FRENCHTOWN 90 A,MISSOULA,FRENCHTOWN 90 A,We The People,ROBERT F. KENNEDY JR.,5
2024-gen,statewide,president,MISSOULA-FRENCHTOWN 90 B,MISSOULA,FRENCHTOWN 90 B,We The People,ROBERT F. KENNEDY JR.,21
2024-gen,statewide,president,MISSOULA-GRAY WOLF 91,MISSOULA,GRAY WOLF 91,We The People,ROBERT F. KENNEDY JR.,19
2024-gen,statewide,president,MISSOULA-HELLGATE 96,MISSOULA,HELLGATE 96,We The People,ROBERT F. KENNEDY JR.,10
2024-gen,statewide,president,MISSOULA-HELLGATE 97,MISSOULA,HELLGATE 97,We The People,ROBERT F. KENNEDY JR.,23
2024-gen,statewide,president,MISSOULA-HELLGATE 98 A,MISSOULA,HELLGATE 98 A,We The People,ROBERT F. KENNEDY JR.,23
2024-gen,statewide,president,MISSOULA-HELLGATE 98 B,MISSOULA,HELLGATE 98 B,We The People,ROBERT F. KENNEDY JR.,33
2024-gen,statewide,president,MISSOULA-HELLGATE 98 C,MISSOULA,HELLGATE 98 C,We The People,ROBERT F. KENNEDY JR.,3
2024-gen,statewide,president,MISSOULA-HELLGATE 98 D,MISSOULA,HELLGATE 98 D,We The People,ROBERT F. KENNEDY JR.,39
2024-gen,statewide,president,MISSOULA-HELLGATE 99 A,MISSOULA,HELLGATE 99 A,We The People,ROBERT F. KENNEDY JR.,13
2024-gen,statewide,president,MISSOULA-HELLGATE 99 B,MISSOULA,HELLGATE 99 B,We The People,ROBERT F. KENNEDY JR.,26
2024-gen,statewide,president,MISSOULA-LIBRARY 100 A,MISSOULA,LIBRARY 100 A,We The People,ROBERT F. KENNEDY JR.,15
2024-gen,statewide,president,MISSOULA-LIBRARY 100 B,MISSOULA,LIBRARY 100 B,We The People,ROBERT F. KENNEDY JR.,14
2024-gen,statewide,president,MISSOULA-LIBRARY 91,MISSOULA,LIBRARY 91,We The People,ROBERT F. KENNEDY JR.,18
2024-gen,statewide,president,MISSOULA-LIBRARY 92 A,MISSOULA,LIBRARY 92 A,We The People,ROBERT F. KENNEDY JR.,12
2024-gen,statewide,president,MISSOULA-LIBRARY 92 B,MISSOULA,LIBRARY 92 B,We The People,ROBERT F. KENNEDY JR.,24
2024-gen,statewide,president,MISSOULA-LIBRARY 99,MISSOULA,LIBRARY 99,We The People,ROBERT F. KENNEDY JR.,4
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 100 A,MISSOULA,LIFELONG LEARNING CENTER 100 A,We The People,ROBERT F. KENNEDY JR.,31
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 100 B,MISSOULA,LIFELONG LEARNING CENTER 100 B,We The People,ROBERT F. KENNEDY JR.,23
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 95,MISSOULA,LIFELONG LEARNING CENTER 95,We The People,ROBERT F. KENNEDY JR.,31
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 97,MISSOULA,LIFELONG LEARNING CENTER 97,We The People,ROBERT F. KENNEDY JR.,27
2024-gen,statewide,president,MISSOULA-LOLO 89 A,MISSOULA,LOLO 89 A,We The People,ROBERT F. KENNEDY JR.,19
2024-gen,statewide,president,MISSOULA-LOLO 89 B,MISSOULA,LOLO 89 B,We The People,ROBERT F. KENNEDY JR.,26
2024-gen,statewide,president,MISSOULA-LOLO 89 C,MISSOULA,LOLO 89 C,We The People,ROBERT F. KENNEDY JR.,18
2024-gen,statewide,president,MISSOULA-LOLO 90,MISSOULA,LOLO 90,We The People,ROBERT F. KENNEDY JR.,1
2024-gen,statewide,president,MISSOULA-LOLO 93,MISSOULA,LOLO 93,We The People,ROBERT F. KENNEDY JR.,8
2024-gen,statewide,president,MISSOULA-LOWELL 100 A,MISSOULA,LOWELL 100 A,We The People,ROBERT F. KENNEDY JR.,10
2024-gen,statewide,president,MISSOULA-LOWELL 100 B,MISSOULA,LOWELL 100 B,We The People,ROBERT F. KENNEDY JR.,16
2024-gen,statewide,president,MISSOULA-LOWELL 98,MISSOULA,LOWELL 98,We The People,ROBERT F. KENNEDY JR.,34
2024-gen,statewide,president,MISSOULA-LOWELL 99,MISSOULA,LOWELL 99,We The People,ROBERT F. KENNEDY JR.,23
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 A,MISSOULA,MCPS ADMIN 93 A,We The People,ROBERT F. KENNEDY JR.,11
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 B,MISSOULA,MCPS ADMIN 93 B,We The People,ROBERT F. KENNEDY JR.,12
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 C,MISSOULA,MCPS ADMIN 93 C,We The People,ROBERT F. KENNEDY JR.,2
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 94 A,MISSOULA,MCPS ADMIN 94 A,We The People,ROBERT F. KENNEDY JR.,15
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 94 B,MISSOULA,MCPS ADMIN 94 B,We The People,ROBERT F. KENNEDY JR.,26
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 96 A,MISSOULA,MCPS ADMIN 96 A,We The People,ROBERT F. KENNEDY JR.,20
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 96 B,MISSOULA,MCPS ADMIN 96 B,We The People,ROBERT F. KENNEDY JR.,34
2024-gen,statewide,president,MISSOULA-PETTY 90,MISSOULA,PETTY 90,We The People,ROBERT F. KENNEDY JR.,17
2024-gen,statewide,president,MISSOULA-POTOMAC 92,MISSOULA,POTOMAC 92,We The People,ROBERT F. KENNEDY JR.,17
2024-gen,statewide,president,MISSOULA-SEELEY LAKE 76,MISSOULA,SEELEY LAKE 76,We The People,ROBERT F. KENNEDY JR.,17
2024-gen,statewide,president,MISSOULA-SEELEY LAKE 92,MISSOULA,SEELEY LAKE 92,We The People,ROBERT F. KENNEDY JR.,2
2024-gen,statewide,president,MISSOULA-SPRING MEADOWS 99 A,MISSOULA,SPRING MEADOWS 99 A,We The People,ROBERT F. KENNEDY JR.,34
2024-gen,statewide,president,MISSOULA-SPRING MEADOWS 99 B,MISSOULA,SPRING MEADOWS 99 B,We The People,ROBERT F. KENNEDY JR.,18
2024-gen,statewide,president,MISSOULA-SWAN 92,MISSOULA,SWAN 92,We The People,ROBERT F. KENNEDY JR.,5
2024-gen,statewide,president,MISSOULA-TARGET RANGE 96 A,MISSOULA,TARGET RANGE 96 A,We The People,ROBERT F. KENNEDY JR.,15
2024-gen,statewide,president,MISSOULA-TARGET RANGE 96 B,MISSOULA,TARGET RANGE 96 B,We The People,ROBERT F. KENNEDY JR.,36
2024-gen,statewide,president,MISSOULA-UC 93,MISSOULA,UC 93,We The People,ROBERT F. KENNEDY JR.,13
2024-gen,statewide,president,MISSOULA-UC 95 A,MISSOULA,UC 95 A,We The People,ROBERT F. KENNEDY JR.,18
2024-gen,statewide,president,MISSOULA-UC 95 B,MISSOULA,UC 95 B,We The People,ROBERT F. KENNEDY JR.,26
2024-gen,statewide,president,MISSOULA-UC 95 C,MISSOULA,UC 95 C,We The People,ROBERT F. KENNEDY JR.,14
2024-gen,statewide,president,MISSOULA-UC 95 D,MISSOULA,UC 95 D,We The People,ROBERT F. KENNEDY JR.,10
2024-gen,statewide,president,MISSOULA-UC 95 E,MISSOULA,UC 95 E,We The People,ROBERT F. KENNEDY JR.,11
2024-gen,statewide,president,MISSOULA-BONNER 92,MISSOULA,BONNER 92,Democrat,KAMALA D. HARRIS,461
2024-gen,statewide,president,MISSOULA-BONNER 93,MISSOULA,BONNER 93,Democrat,KAMALA D. HARRIS,372
2024-gen,statewide,president,MISSOULA-CLINTON 93,MISSOULA,CLINTON 93,Democrat,KAMALA D. HARRIS,304
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 89 A,MISSOULA,COLD SPRINGS 89 A,Democrat,KAMALA D. HARRIS,986
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 89 B,MISSOULA,COLD SPRINGS 89 B,Democrat,KAMALA D. HARRIS,982
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 93,MISSOULA,COLD SPRINGS 93,Democrat,KAMALA D. HARRIS,250
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 94 A,MISSOULA,COLD SPRINGS 94 A,Democrat,KAMALA D. HARRIS,999
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 94 B,MISSOULA,COLD SPRINGS 94 B,Democrat,KAMALA D. HARRIS,879
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 94 C,MISSOULA,COLD SPRINGS 94 C,Democrat,KAMALA D. HARRIS,780
2024-gen,statewide,president,MISSOULA-CS PORTER 96,MISSOULA,CS PORTER 96,Democrat,KAMALA D. HARRIS,424
2024-gen,statewide,president,MISSOULA-CS PORTER 97 A,MISSOULA,CS PORTER 97 A,Democrat,KAMALA D. HARRIS,1014
2024-gen,statewide,president,MISSOULA-CS PORTER 97 B,MISSOULA,CS PORTER 97 B,Democrat,KAMALA D. HARRIS,917
2024-gen,statewide,president,MISSOULA-EAST MISSOULA 92,MISSOULA,EAST MISSOULA 92,Democrat,KAMALA D. HARRIS,1095
2024-gen,statewide,president,MISSOULA-FRENCHTOWN 90 A,MISSOULA,FRENCHTOWN 90 A,Democrat,KAMALA D. HARRIS,217
2024-gen,statewide,president,MISSOULA-FRENCHTOWN 90 B,MISSOULA,FRENCHTOWN 90 B,Democrat,KAMALA D. HARRIS,461
2024-gen,statewide,president,MISSOULA-GRAY WOLF 91,MISSOULA,GRAY WOLF 91,Democrat,KAMALA D. HARRIS,271
2024-gen,statewide,president,MISSOULA-HELLGATE 96,MISSOULA,HELLGATE 96,Democrat,KAMALA D. HARRIS,286
2024-gen,statewide,president,MISSOULA-HELLGATE 97,MISSOULA,HELLGATE 97,Democrat,KAMALA D. HARRIS,748
2024-gen,statewide,president,MISSOULA-HELLGATE 98 A,MISSOULA,HELLGATE 98 A,Democrat,KAMALA D. HARRIS,878
2024-gen,statewide,president,MISSOULA-HELLGATE 98 B,MISSOULA,HELLGATE 98 B,Democrat,KAMALA D. HARRIS,930
2024-gen,statewide,president,MISSOULA-HELLGATE 98 C,MISSOULA,HELLGATE 98 C,Democrat,KAMALA D. HARRIS,34
2024-gen,statewide,president,MISSOULA-HELLGATE 98 D,MISSOULA,HELLGATE 98 D,Democrat,KAMALA D. HARRIS,973
2024-gen,statewide,president,MISSOULA-HELLGATE 99 A,MISSOULA,HELLGATE 99 A,Democrat,KAMALA D. HARRIS,806
2024-gen,statewide,president,MISSOULA-HELLGATE 99 B,MISSOULA,HELLGATE 99 B,Democrat,KAMALA D. HARRIS,628
2024-gen,statewide,president,MISSOULA-LIBRARY 100 A,MISSOULA,LIBRARY 100 A,Democrat,KAMALA D. HARRIS,770
2024-gen,statewide,president,MISSOULA-LIBRARY 100 B,MISSOULA,LIBRARY 100 B,Democrat,KAMALA D. HARRIS,784
2024-gen,statewide,president,MISSOULA-LIBRARY 91,MISSOULA,LIBRARY 91,Democrat,KAMALA D. HARRIS,1125
2024-gen,statewide,president,MISSOULA-LIBRARY 92 A,MISSOULA,LIBRARY 92 A,Democrat,KAMALA D. HARRIS,1063
2024-gen,statewide,president,MISSOULA-LIBRARY 92 B,MISSOULA,LIBRARY 92 B,Democrat,KAMALA D. HARRIS,786
2024-gen,statewide,president,MISSOULA-LIBRARY 99,MISSOULA,LIBRARY 99,Democrat,KAMALA D. HARRIS,734
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 100 A,MISSOULA,LIFELONG LEARNING CENTER 100 A,Democrat,KAMALA D. HARRIS,675
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 100 B,MISSOULA,LIFELONG LEARNING CENTER 100 B,Democrat,KAMALA D. HARRIS,681
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 95,MISSOULA,LIFELONG LEARNING CENTER 95,Democrat,KAMALA D. HARRIS,1110
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 97,MISSOULA,LIFELONG LEARNING CENTER 97,Democrat,KAMALA D. HARRIS,978
2024-gen,statewide,president,MISSOULA-LOLO 89 A,MISSOULA,LOLO 89 A,Democrat,KAMALA D. HARRIS,555
2024-gen,statewide,president,MISSOULA-LOLO 89 B,MISSOULA,LOLO 89 B,Democrat,KAMALA D. HARRIS,479
2024-gen,statewide,president,MISSOULA-LOLO 89 C,MISSOULA,LOLO 89 C,Democrat,KAMALA D. HARRIS,360
2024-gen,statewide,president,MISSOULA-LOLO 90,MISSOULA,LOLO 90,Democrat,KAMALA D. HARRIS,77
2024-gen,statewide,president,MISSOULA-LOLO 93,MISSOULA,LOLO 93,Democrat,KAMALA D. HARRIS,276
2024-gen,statewide,president,MISSOULA-LOWELL 100 A,MISSOULA,LOWELL 100 A,Democrat,KAMALA D. HARRIS,780
2024-gen,statewide,president,MISSOULA-LOWELL 100 B,MISSOULA,LOWELL 100 B,Democrat,KAMALA D. HARRIS,780
2024-gen,statewide,president,MISSOULA-LOWELL 98,MISSOULA,LOWELL 98,Democrat,KAMALA D. HARRIS,892
2024-gen,statewide,president,MISSOULA-LOWELL 99,MISSOULA,LOWELL 99,Democrat,KAMALA D. HARRIS,564
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 A,MISSOULA,MCPS ADMIN 93 A,Democrat,KAMALA D. HARRIS,910
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 B,MISSOULA,MCPS ADMIN 93 B,Democrat,KAMALA D. HARRIS,920
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 C,MISSOULA,MCPS ADMIN 93 C,Democrat,KAMALA D. HARRIS,215
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 94 A,MISSOULA,MCPS ADMIN 94 A,Democrat,KAMALA D. HARRIS,670
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 94 B,MISSOULA,MCPS ADMIN 94 B,Democrat,KAMALA D. HARRIS,844
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 96 A,MISSOULA,MCPS ADMIN 96 A,Democrat,KAMALA D. HARRIS,831
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 96 B,MISSOULA,MCPS ADMIN 96 B,Democrat,KAMALA D. HARRIS,806
2024-gen,statewide,president,MISSOULA-PETTY 90,MISSOULA,PETTY 90,Democrat,KAMALA D. HARRIS,331
2024-gen,statewide,president,MISSOULA-POTOMAC 92,MISSOULA,POTOMAC 92,Democrat,KAMALA D. HARRIS,346
2024-gen,statewide,president,MISSOULA-SEELEY LAKE 76,MISSOULA,SEELEY LAKE 76,Democrat,KAMALA D. HARRIS,345
2024-gen,statewide,president,MISSOULA-SEELEY LAKE 92,MISSOULA,SEELEY LAKE 92,Democrat,KAMALA D. HARRIS,118
2024-gen,statewide,president,MISSOULA-SPRING MEADOWS 99 A,MISSOULA,SPRING MEADOWS 99 A,Democrat,KAMALA D. HARRIS,594
2024-gen,statewide,president,MISSOULA-SPRING MEADOWS 99 B,MISSOULA,SPRING MEADOWS 99 B,Democrat,KAMALA D. HARRIS,406
2024-gen,statewide,president,MISSOULA-SWAN 92,MISSOULA,SWAN 92,Democrat,KAMALA D. HARRIS,116
2024-gen,statewide,president,MISSOULA-TARGET RANGE 96 A,MISSOULA,TARGET RANGE 96 A,Democrat,KAMALA D. HARRIS,459
2024-gen,statewide,president,MISSOULA-TARGET RANGE 96 B,MISSOULA,TARGET RANGE 96 B,Democrat,KAMALA D. HARRIS,767
2024-gen,statewide,president,MISSOULA-UC 93,MISSOULA,UC 93,Democrat,KAMALA D. HARRIS,807
2024-gen,statewide,president,MISSOULA-UC 95 A,MISSOULA,UC 95 A,Democrat,KAMALA D. HARRIS,903
2024-gen,statewide,president,MISSOULA-UC 95 B,MISSOULA,UC 95 B,Democrat,KAMALA D. HARRIS,1080
2024-gen,statewide,president,MISSOULA-UC 95 C,MISSOULA,UC 95 C,Democrat,KAMALA D. HARRIS,995
2024-gen,statewide,president,MISSOULA-UC 95 D,MISSOULA,UC 95 D,Democrat,KAMALA D. HARRIS,833
2024-gen,statewide,president,MISSOULA-UC 95 E,MISSOULA,UC 95 E,Democrat,KAMALA D. HARRIS,443
2024-gen,statewide,president,MISSOULA-BONNER 92,MISSOULA,BONNER 92,Libertarian,CHASE OLIVER,2
2024-gen,statewide,president,MISSOULA-BONNER 93,MISSOULA,BONNER 93,Libertarian,CHASE OLIVER,9
2024-gen,statewide,president,MISSOULA-CLINTON 93,MISSOULA,CLINTON 93,Libertarian,CHASE OLIVER,8
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 89 A,MISSOULA,COLD SPRINGS 89 A,Libertarian,CHASE OLIVER,19
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 89 B,MISSOULA,COLD SPRINGS 89 B,Libertarian,CHASE OLIVER,21
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 93,MISSOULA,COLD SPRINGS 93,Libertarian,CHASE OLIVER,3
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 94 A,MISSOULA,COLD SPRINGS 94 A,Libertarian,CHASE OLIVER,19
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 94 B,MISSOULA,COLD SPRINGS 94 B,Libertarian,CHASE OLIVER,13
2024-gen,statewide,president,MISSOULA-COLD SPRINGS 94 C,MISSOULA,COLD SPRINGS 94 C,Libertarian,CHASE OLIVER,6
2024-gen,statewide,president,MISSOULA-CS PORTER 96,MISSOULA,CS PORTER 96,Libertarian,CHASE OLIVER,3
2024-gen,statewide,president,MISSOULA-CS PORTER 97 A,MISSOULA,CS PORTER 97 A,Libertarian,CHASE OLIVER,12
2024-gen,statewide,president,MISSOULA-CS PORTER 97 B,MISSOULA,CS PORTER 97 B,Libertarian,CHASE OLIVER,19
2024-gen,statewide,president,MISSOULA-EAST MISSOULA 92,MISSOULA,EAST MISSOULA 92,Libertarian,CHASE OLIVER,17
2024-gen,statewide,president,MISSOULA-FRENCHTOWN 90 A,MISSOULA,FRENCHTOWN 90 A,Libertarian,CHASE OLIVER,8
2024-gen,statewide,president,MISSOULA-FRENCHTOWN 90 B,MISSOULA,FRENCHTOWN 90 B,Libertarian,CHASE OLIVER,11
2024-gen,statewide,president,MISSOULA-GRAY WOLF 91,MISSOULA,GRAY WOLF 91,Libertarian,CHASE OLIVER,4
2024-gen,statewide,president,MISSOULA-HELLGATE 96,MISSOULA,HELLGATE 96,Libertarian,CHASE OLIVER,7
2024-gen,statewide,president,MISSOULA-HELLGATE 97,MISSOULA,HELLGATE 97,Libertarian,CHASE OLIVER,7
2024-gen,statewide,president,MISSOULA-HELLGATE 98 A,MISSOULA,HELLGATE 98 A,Libertarian,CHASE OLIVER,13
2024-gen,statewide,president,MISSOULA-HELLGATE 98 B,MISSOULA,HELLGATE 98 B,Libertarian,CHASE OLIVER,9
2024-gen,statewide,president,MISSOULA-HELLGATE 98 C,MISSOULA,HELLGATE 98 C,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,MISSOULA-HELLGATE 98 D,MISSOULA,HELLGATE 98 D,Libertarian,CHASE OLIVER,16
2024-gen,statewide,president,MISSOULA-HELLGATE 99 A,MISSOULA,HELLGATE 99 A,Libertarian,CHASE OLIVER,14
2024-gen,statewide,president,MISSOULA-HELLGATE 99 B,MISSOULA,HELLGATE 99 B,Libertarian,CHASE OLIVER,8
2024-gen,statewide,president,MISSOULA-LIBRARY 100 A,MISSOULA,LIBRARY 100 A,Libertarian,CHASE OLIVER,3
2024-gen,statewide,president,MISSOULA-LIBRARY 100 B,MISSOULA,LIBRARY 100 B,Libertarian,CHASE OLIVER,8
2024-gen,statewide,president,MISSOULA-LIBRARY 91,MISSOULA,LIBRARY 91,Libertarian,CHASE OLIVER,6
2024-gen,statewide,president,MISSOULA-LIBRARY 92 A,MISSOULA,LIBRARY 92 A,Libertarian,CHASE OLIVER,11
2024-gen,statewide,president,MISSOULA-LIBRARY 92 B,MISSOULA,LIBRARY 92 B,Libertarian,CHASE OLIVER,6
2024-gen,statewide,president,MISSOULA-LIBRARY 99,MISSOULA,LIBRARY 99,Libertarian,CHASE OLIVER,2
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 100 A,MISSOULA,LIFELONG LEARNING CENTER 100 A,Libertarian,CHASE OLIVER,9
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 100 B,MISSOULA,LIFELONG LEARNING CENTER 100 B,Libertarian,CHASE OLIVER,6
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 95,MISSOULA,LIFELONG LEARNING CENTER 95,Libertarian,CHASE OLIVER,12
2024-gen,statewide,president,MISSOULA-LIFELONG LEARNING CENTER 97,MISSOULA,LIFELONG LEARNING CENTER 97,Libertarian,CHASE OLIVER,13
2024-gen,statewide,president,MISSOULA-LOLO 89 A,MISSOULA,LOLO 89 A,Libertarian,CHASE OLIVER,8
2024-gen,statewide,president,MISSOULA-LOLO 89 B,MISSOULA,LOLO 89 B,Libertarian,CHASE OLIVER,10
2024-gen,statewide,president,MISSOULA-LOLO 89 C,MISSOULA,LOLO 89 C,Libertarian,CHASE OLIVER,11
2024-gen,statewide,president,MISSOULA-LOLO 90,MISSOULA,LOLO 90,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,MISSOULA-LOLO 93,MISSOULA,LOLO 93,Libertarian,CHASE OLIVER,4
2024-gen,statewide,president,MISSOULA-LOWELL 100 A,MISSOULA,LOWELL 100 A,Libertarian,CHASE OLIVER,4
2024-gen,statewide,president,MISSOULA-LOWELL 100 B,MISSOULA,LOWELL 100 B,Libertarian,CHASE OLIVER,4
2024-gen,statewide,president,MISSOULA-LOWELL 98,MISSOULA,LOWELL 98,Libertarian,CHASE OLIVER,16
2024-gen,statewide,president,MISSOULA-LOWELL 99,MISSOULA,LOWELL 99,Libertarian,CHASE OLIVER,7
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 A,MISSOULA,MCPS ADMIN 93 A,Libertarian,CHASE OLIVER,4
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 B,MISSOULA,MCPS ADMIN 93 B,Libertarian,CHASE OLIVER,8
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 93 C,MISSOULA,MCPS ADMIN 93 C,Libertarian,CHASE OLIVER,1
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 94 A,MISSOULA,MCPS ADMIN 94 A,Libertarian,CHASE OLIVER,10
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 94 B,MISSOULA,MCPS ADMIN 94 B,Libertarian,CHASE OLIVER,10
2024-gen,statewide,president,MISSOULA-MCPS ADMIN 96 A,MISSOULA,MCPS ADMIN 96 A,Libertarian,CHASE OLIVER,9
