election,type,race,key,county,precinct,party,candidate,votes
2024-gen,statewide,president,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Libertarian,CHASE OLIVER,5
2024-gen,statewide,president,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Libertarian,CHASE OLIVER,3
2024-gen,statewide,president,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Libertarian,CHASE OLIVER,5
2024-gen,statewide,president,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Libertarian,CHASE OLIVER,9
2024-gen,statewide,president,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Green,JILL STEIN,0
2024-gen,statewide,president,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Green,JILL STEIN,2
2024-gen,statewide,president,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Green,JILL STEIN,6
2024-gen,statewide,president,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Green,JILL STEIN,0
2024-gen,statewide,president,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Green,JILL STEIN,2
2024-gen,statewide,president,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Green,JILL STEIN,1
2024-gen,statewide,president,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Green,JILL STEIN,1
2024-gen,statewide,president,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Green,JILL STEIN,1
2024-gen,statewide,president,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Green,JILL STEIN,0
2024-gen,statewide,president,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Green,JILL STEIN,3
2024-gen,statewide,president,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Green,JILL STEIN,3
2024-gen,statewide,president,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Green,JILL STEIN,6
2024-gen,statewide,president,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Green,JILL STEIN,0
2024-gen,statewide,us-senate,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Democrat,JON TESTER,157
2024-gen,statewide,us-senate,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Democrat,JON TESTER,367
2024-gen,statewide,us-senate,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Democrat,JON TESTER,589
2024-gen,statewide,us-senate,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Democrat,JON TESTER,146
2024-gen,statewide,us-senate,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Democrat,JON TESTER,133
2024-gen,statewide,us-senate,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Democrat,JON TESTER,90
2024-gen,statewide,us-senate,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Democrat,JON TESTER,142
2024-gen,statewide,us-senate,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Democrat,JON TESTER,89
2024-gen,statewide,us-senate,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Democrat,JON TESTER,104
2024-gen,statewide,us-senate,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Democrat,JON TESTER,125
2024-gen,statewide,us-senate,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Democrat,JON TESTER,187
2024-gen,statewide,us-senate,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Democrat,JON TESTER,385
2024-gen,statewide,us-senate,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Democrat,JON TESTER,280
2024-gen,statewide,us-senate,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Republican,TIM SHEEHY,455
2024-gen,statewide,us-senate,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Republican,TIM SHEEHY,146
2024-gen,statewide,us-senate,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Republican,TIM SHEEHY,581
2024-gen,statewide,us-senate,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Republican,TIM SHEEHY,488
2024-gen,statewide,us-senate,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Republican,TIM SHEEHY,262
2024-gen,statewide,us-senate,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Republican,TIM SHEEHY,238
2024-gen,statewide,us-senate,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Republican,TIM SHEEHY,548
2024-gen,statewide,us-senate,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Republican,TIM SHEEHY,263
2024-gen,statewide,us-senate,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Republican,TIM SHEEHY,336
2024-gen,statewide,us-senate,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Republican,TIM SHEEHY,261
2024-gen,statewide,us-senate,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Republican,TIM SHEEHY,505
2024-gen,statewide,us-senate,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Republican,TIM SHEEHY,260
2024-gen,statewide,us-senate,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Republican,TIM SHEEHY,116
2024-gen,statewide,us-senate,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Libertarian,SID DAOUD,10
2024-gen,statewide,us-senate,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Libertarian,SID DAOUD,8
2024-gen,statewide,us-senate,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Libertarian,SID DAOUD,8
2024-gen,statewide,us-senate,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Libertarian,SID DAOUD,11
2024-gen,statewide,us-senate,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Libertarian,SID DAOUD,3
2024-gen,statewide,us-senate,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Libertarian,SID DAOUD,5
2024-gen,statewide,us-senate,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Libertarian,SID DAOUD,12
2024-gen,statewide,us-senate,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Libertarian,SID DAOUD,8
2024-gen,statewide,us-senate,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Libertarian,SID DAOUD,4
2024-gen,statewide,us-senate,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Libertarian,SID DAOUD,4
2024-gen,statewide,us-senate,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Libertarian,SID DAOUD,14
2024-gen,statewide,us-senate,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Libertarian,SID DAOUD,5
2024-gen,statewide,us-senate,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Libertarian,SID DAOUD,3
2024-gen,statewide,us-senate,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Green,ROBERT BARB,2
2024-gen,statewide,us-senate,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Green,ROBERT BARB,3
2024-gen,statewide,us-senate,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Green,ROBERT BARB,1
2024-gen,statewide,us-senate,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Green,ROBERT BARB,8
2024-gen,statewide,us-senate,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Green,ROBERT BARB,3
2024-gen,statewide,us-senate,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Green,ROBERT BARB,0
2024-gen,statewide,us-senate,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Green,ROBERT BARB,3
2024-gen,statewide,us-senate,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Green,ROBERT BARB,5
2024-gen,statewide,us-senate,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Green,ROBERT BARB,3
2024-gen,statewide,us-senate,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Green,ROBERT BARB,5
2024-gen,statewide,us-senate,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Green,ROBERT BARB,4
2024-gen,statewide,us-senate,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Green,ROBERT BARB,3
2024-gen,statewide,us-senate,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Green,ROBERT BARB,0
2024-gen,statewide,us-house-east,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Democrat,JOHN B DRISCOLL,119
2024-gen,statewide,us-house-east,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Democrat,JOHN B DRISCOLL,314
2024-gen,statewide,us-house-east,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Democrat,JOHN B DRISCOLL,509
2024-gen,statewide,us-house-east,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Democrat,JOHN B DRISCOLL,112
2024-gen,statewide,us-house-east,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Democrat,JOHN B DRISCOLL,118
2024-gen,statewide,us-house-east,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Democrat,JOHN B DRISCOLL,70
2024-gen,statewide,us-house-east,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Democrat,JOHN B DRISCOLL,114
2024-gen,statewide,us-house-east,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Democrat,JOHN B DRISCOLL,74
2024-gen,statewide,us-house-east,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Democrat,JOHN B DRISCOLL,77
2024-gen,statewide,us-house-east,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Democrat,JOHN B DRISCOLL,91
2024-gen,statewide,us-house-east,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Democrat,JOHN B DRISCOLL,141
2024-gen,statewide,us-house-east,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Democrat,JOHN B DRISCOLL,333
2024-gen,statewide,us-house-east,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Democrat,JOHN B DRISCOLL,242
2024-gen,statewide,us-house-east,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Republican,TROY DOWNING,497
2024-gen,statewide,us-house-east,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Republican,TROY DOWNING,184
2024-gen,statewide,us-house-east,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Republican,TROY DOWNING,644
2024-gen,statewide,us-house-east,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Republican,TROY DOWNING,533
2024-gen,statewide,us-house-east,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Republican,TROY DOWNING,279
2024-gen,statewide,us-house-east,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Republican,TROY DOWNING,257
2024-gen,statewide,us-house-east,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Republican,TROY DOWNING,583
2024-gen,statewide,us-house-east,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Republican,TROY DOWNING,283
2024-gen,statewide,us-house-east,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Republican,TROY DOWNING,358
2024-gen,statewide,us-house-east,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Republican,TROY DOWNING,295
2024-gen,statewide,us-house-east,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Republican,TROY DOWNING,561
2024-gen,statewide,us-house-east,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Republican,TROY DOWNING,301
2024-gen,statewide,us-house-east,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Republican,TROY DOWNING,144
2024-gen,statewide,governor,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Democrat,RYAN BUSSE,116
2024-gen,statewide,governor,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Democrat,RYAN BUSSE,323
2024-gen,statewide,governor,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Democrat,RYAN BUSSE,533
2024-gen,statewide,governor,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Democrat,RYAN BUSSE,114
2024-gen,statewide,governor,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Democrat,RYAN BUSSE,120
2024-gen,statewide,governor,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Democrat,RYAN BUSSE,74
2024-gen,statewide,governor,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Democrat,RYAN BUSSE,112
2024-gen,statewide,governor,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Democrat,RYAN BUSSE,63
2024-gen,statewide,governor,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Democrat,RYAN BUSSE,77
2024-gen,statewide,governor,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Democrat,RYAN BUSSE,88
2024-gen,statewide,governor,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Democrat,RYAN BUSSE,162
2024-gen,statewide,governor,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Democrat,RYAN BUSSE,339
2024-gen,statewide,governor,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Democrat,RYAN BUSSE,249
2024-gen,statewide,governor,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Republican,GREG GIANFORTE,489
2024-gen,statewide,governor,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Republican,GREG GIANFORTE,186
2024-gen,statewide,governor,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Republican,GREG GIANFORTE,622
2024-gen,statewide,governor,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Republican,GREG GIANFORTE,513
2024-gen,statewide,governor,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Republican,GREG GIANFORTE,275
2024-gen,statewide,governor,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Republican,GREG GIANFORTE,249
2024-gen,statewide,governor,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Republican,GREG GIANFORTE,581
2024-gen,statewide,governor,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Republican,GREG GIANFORTE,291
2024-gen,statewide,governor,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Republican,GREG GIANFORTE,356
2024-gen,statewide,governor,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Republican,GREG GIANFORTE,297
2024-gen,statewide,governor,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Republican,GREG GIANFORTE,522
2024-gen,statewide,governor,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Republican,GREG GIANFORTE,288
2024-gen,statewide,governor,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Republican,GREG GIANFORTE,143
2024-gen,statewide,governor,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Libertarian,KAISER LEIB,12
2024-gen,statewide,governor,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Libertarian,KAISER LEIB,13
2024-gen,statewide,governor,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Libertarian,KAISER LEIB,31
2024-gen,statewide,governor,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Libertarian,KAISER LEIB,21
2024-gen,statewide,governor,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Libertarian,KAISER LEIB,5
2024-gen,statewide,governor,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Libertarian,KAISER LEIB,7
2024-gen,statewide,governor,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Libertarian,KAISER LEIB,11
2024-gen,statewide,governor,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Libertarian,KAISER LEIB,11
2024-gen,statewide,governor,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Libertarian,KAISER LEIB,6
2024-gen,statewide,governor,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Libertarian,KAISER LEIB,8
2024-gen,statewide,governor,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Libertarian,KAISER LEIB,19
2024-gen,statewide,governor,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Libertarian,KAISER LEIB,16
2024-gen,statewide,governor,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Libertarian,KAISER LEIB,9
2024-gen,legislative,HD 55,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Republican,BRAD BARKER,471
2024-gen,legislative,HD 55,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Republican,BRAD BARKER,210
2024-gen,legislative,HD 55,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Republican,BRAD BARKER,689
2024-gen,legislative,HD 55,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Republican,BRAD BARKER,510
2024-gen,legislative,HD 55,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Republican,BRAD BARKER,285
2024-gen,legislative,HD 55,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Republican,BRAD BARKER,245
2024-gen,legislative,HD 55,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Republican,BRAD BARKER,583
2024-gen,legislative,HD 55,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Republican,BRAD BARKER,276
2024-gen,legislative,HD 55,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Republican,BRAD BARKER,354
2024-gen,legislative,HD 55,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Republican,BRAD BARKER,290
2024-gen,legislative,HD 55,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Republican,BRAD BARKER,538
2024-gen,legislative,HD 55,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Republican,BRAD BARKER,320
2024-gen,legislative,HD 55,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Republican,BRAD BARKER,160
2024-gen,legislative,HD 55,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Democrat,KIM GILLAN,123
2024-gen,legislative,HD 55,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Democrat,KIM GILLAN,298
2024-gen,legislative,HD 55,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Democrat,KIM GILLAN,476
2024-gen,legislative,HD 55,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Democrat,KIM GILLAN,123
2024-gen,legislative,HD 55,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Democrat,KIM GILLAN,106
2024-gen,legislative,HD 55,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Democrat,KIM GILLAN,71
2024-gen,legislative,HD 55,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Democrat,KIM GILLAN,109
2024-gen,legislative,HD 55,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Democrat,KIM GILLAN,80
2024-gen,legislative,HD 55,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Democrat,KIM GILLAN,377
2024-gen,legislative,HD 55,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Democrat,KIM GILLAN,86
2024-gen,legislative,HD 55,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Democrat,KIM GILLAN,148
2024-gen,legislative,HD 55,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Democrat,KIM GILLAN,313
2024-gen,legislative,HD 55,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Democrat,KIM GILLAN,236
2024-gen,statewide,president,CARTER-PRECINCT #1 ALZADA,CARTER,PRECINCT #1 ALZADA,Republican,DONALD J. TRUMP,98
2024-gen,statewide,president,CARTER-PRECINCT #13 EKALAKA,CARTER,PRECINCT #13 EKALAKA,Republican,DONALD J. TRUMP,200
2024-gen,statewide,president,CARTER-PRECINCT #14 RURAL EKALAKA,CARTER,PRECINCT #14 RURAL EKALAKA,Republican,DONALD J. TRUMP,391
2024-gen,statewide,president,CARTER-PRECINCT #3 HAMMOND,CARTER,PRECINCT #3 HAMMOND,Republican,DONALD J. TRUMP,71
2024-gen,statewide,president,CARTER-PRECINCT #1 ALZADA,CARTER,PRECINCT #1 ALZADA,We The People,ROBERT F. KENNEDY JR.,1
2024-gen,statewide,president,CARTER-PRECINCT #13 EKALAKA,CARTER,PRECINCT #13 EKALAKA,We The People,ROBERT F. KENNEDY JR.,5
2024-gen,statewide,president,CARTER-PRECINCT #14 RURAL EKALAKA,CARTER,PRECINCT #14 RURAL EKALAKA,We The People,ROBERT F. KENNEDY JR.,5
2024-gen,statewide,president,CARTER-PRECINCT #3 HAMMOND,CARTER,PRECINCT #3 HAMMOND,We The People,ROBERT F. KENNEDY JR.,2
2024-gen,statewide,president,CARTER-PRECINCT #1 ALZADA,CARTER,PRECINCT #1 ALZADA,Democrat,KAMALA D. HARRIS,9
2024-gen,statewide,president,CARTER-PRECINCT #13 EKALAKA,CARTER,PRECINCT #13 EKALAKA,Democrat,KAMALA D. HARRIS,32
2024-gen,statewide,president,CARTER-PRECINCT #14 RURAL EKALAKA,CARTER,PRECINCT #14 RURAL EKALAKA,Democrat,KAMALA D. HARRIS,27
2024-gen,statewide,president,CARTER-PRECINCT #3 HAMMOND,CARTER,PRECINCT #3 HAMMOND,Democrat,KAMALA D. HARRIS,7
2024-gen,statewide,president,CARTER-PRECINCT #1 ALZADA,CARTER,PRECINCT #1 ALZADA,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,CARTER-PRECINCT #13 EKALAKA,CARTER,PRECINCT #13 EKALAKA,Libertarian,CHASE OLIVER,1
2024-gen,statewide,president,CARTER-PRECINCT #14 RURAL EKALAKA,CARTER,PRECINCT #14 RURAL EKALAKA,Libertarian,CHASE OLIVER,2
2024-gen,statewide,president,CARTER-PRECINCT #3 HAMMOND,CARTER,PRECINCT #3 HAMMOND,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,CARTER-PRECINCT #1 ALZADA,CARTER,PRECINCT #1 ALZADA,Green,JILL STEIN,2
2024-gen,statewide,president,CARTER-PRECINCT #13 EKALAKA,CARTER,PRECINCT #13 EKALAKA,Green,JILL STEIN,1
2024-gen,statewide,president,CARTER-PRECINCT #14 RURAL EKALAKA,CARTER,PRECINCT #14 RURAL EKALAKA,Green,JILL STEIN,0
2024-gen,statewide,president,CARTER-PRECINCT #3 HAMMOND,CARTER,PRECINCT #3 HAMMOND,Green,JILL STEIN,0
2024-gen,statewide,us-senate,CARTER-PRECINCT #1 ALZADA,CARTER,PRECINCT #1 ALZADA,Democrat,JON TESTER,14
2024-gen,statewide,us-senate,CARTER-PRECINCT #13 EKALAKA,CARTER,PRECINCT #13 EKALAKA,Democrat,JON TESTER,44
2024-gen,statewide,us-senate,CARTER-PRECINCT #14 RURAL EKALAKA,CARTER,PRECINCT #14 RURAL EKALAKA,Democrat,JON TESTER,42
2024-gen,statewide,us-senate,CARTER-PRECINCT #3 HAMMOND,CARTER,PRECINCT #3 HAMMOND,Democrat,JON TESTER,9
2024-gen,statewide,us-senate,CARTER-PRECINCT #1 ALZADA,CARTER,PRECINCT #1 ALZADA,Republican,TIM SHEEHY,92
2024-gen,statewide,us-senate,CARTER-PRECINCT #13 EKALAKA,CARTER,PRECINCT #13 EKALAKA,Republican,TIM SHEEHY,185
2024-gen,statewide,us-senate,CARTER-PRECINCT #14 RURAL EKALAKA,CARTER,PRECINCT #14 RURAL EKALAKA,Republican,TIM SHEEHY,385
2024-gen,statewide,us-senate,CARTER-PRECINCT #3 HAMMOND,CARTER,PRECINCT #3 HAMMOND,Republican,TIM SHEEHY,70
2024-gen,statewide,us-senate,CARTER-PRECINCT #1 ALZADA,CARTER,PRECINCT #1 ALZADA,Libertarian,SID DAOUD,3
2024-gen,statewide,us-senate,CARTER-PRECINCT #13 EKALAKA,CARTER,PRECINCT #13 EKALAKA,Libertarian,SID DAOUD,2
2024-gen,statewide,us-senate,CARTER-PRECINCT #14 RURAL EKALAKA,CARTER,PRECINCT #14 RURAL EKALAKA,Libertarian,SID DAOUD,2
